מזהה,סוג,"מק""ט",Name,Categories,פורסם,האם מומלץ?,נראות בקטלוג,תיאור קצר,תיאור,תאריך התחלה של  המבצע,תאריך סיום של  המבצע,Tax status,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,משקל (kg),אורך (cm),רוחב (cm),גובה (cm),לאפשר חוות דעת של לקוחות?,הערת רכישה, מבצע, רגיל,תגיות,Shipping class,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,כלים: _wpml_word_count,כלים: _wpml_media_featured,כלים: _wpml_media_duplicate,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,שיוך 2 שמות,שיוך 2 ערכים,שיוך 2 פריטים מוצגים,שיוך 2 פריטים גלובליים
1327,simple,,צלחות וינטאג שקוף 25 סמ,שקוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,24.9,,,,,,,,,,,,230,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1328,simple,,צלחות וינטאג שקוף 22 סמ ,שקוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,231,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1329,simple,,מגשי וינטאג שקוף,שקוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,232,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1330,simple,,מזלגות,שקוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,233,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1331,simple,,כפות,שקוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,234,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1332,simple,,כפיות,שקוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2.9,,,,,,,,,,,,235,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1333,simple,,סכינים,שקוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,236,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1334,simple,,נצנצים כסוף,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,237,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1335,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,238,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1336,simple,,צלחות וינטאג נצנצים כסוף 18 סמ,נצנצים כסוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,239,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1337,simple,,צלחות וינטאג נצנצים כסוף ,נצנצים כסוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,240,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1338,simple,,צלחות וינטאג נצנצים כסוף 25 סמ,נצנצים כסוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,24.9,,,,,,,,,,,,241,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1339,simple,,מגשי וינטאג נצנץ כסוף,נצנצים כסוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,242,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1340,simple,,קסרול וינטאג נצנץ כסוף,נצנצים כסוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,243,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1341,simple,,כפיות,נצנצים כסוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.9,,,,,,,,,,,,244,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1342,simple,,מיאמי,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,245,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1343,simple,,לבן פנינה,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,246,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1344,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,247,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1345,simple,,צלחות מיאמי לבן פנינה 18 סמ,לבן פנינה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,248,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1346,simple,,צלחות מיאמי לבן פנינה 22 סמ,לבן פנינה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,21.9,,,,,,,,,,,,249,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1347,simple,,צלחות מיאמי לבן פנינה 25 סמ,לבן פנינה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,25.9,,,,,,,,,,,,250,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1348,simple,,קערות הגשה מיאמי לבן פנינה,לבן פנינה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,251,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1349,simple,,צלחות הגשה מיאמי ,לבן פנינה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,252,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1350,simple,,מרקיות מיאמי לבן פנינה,לבן פנינה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,253,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1351,simple,,תבניכל,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,254,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1352,simple,,לבן עם עיטור כסף,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,255,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1353,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,256,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1354,simple,,צלחת פרלה מעוטרת כסף 19 סמ,לבן עם עיטור כסף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,257,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1355,simple,,צלחות פרלה מעוטרת כסף 22 סמ,לבן עם עיטור כסף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,18.9,,,,,,,,,,,,258,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1356,simple,,צלחות פרלה מעוטרת כסף 25 סמ,לבן עם עיטור כסף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,20.9,,,,,,,,,,,,259,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1357,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,260,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1358,simple,,כוסיות ליקר זהב ,לבן עם עיטור כסף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.9,,,,,,,,,,,,261,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1359,simple,,כוסיות ליקר שקוף,לבן עם עיטור כסף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.9,,,,,,,,,,,,262,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1360,simple,,פרחוני,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,263,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1361,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,264,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1362,simple,,צלחות בינונית,פרחוני,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5.9,,,,,,,,,,,,265,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1363,simple,,צלחות גדולות,פרחוני,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,8.9,,,,,,,,,,,,266,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1364,simple,,כוסות,פרחוני,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,267,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1365,simple,,מרקיות ,פרחוני,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,268,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1366,simple,,מפיות,פרחוני,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,269,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1367,simple,,צבעוני:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,270,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1368,simple,,אדום,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,271,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1369,simple,,צלחת אדומה מפלסטיק ,אדום,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,272,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1370,simple,,צלחת אדומה מפלסטיק ,אדום,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,273,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1371,simple,,קערה אדומה מפלסטיק,אדום,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,274,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1372,simple,,קערית אדומה מפלסטיק,אדום,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,275,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1373,simple,,כתום,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,276,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1374,simple,,צלחת כתומה מפלסטיק ,כתום,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,277,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1375,simple,,צלחת כתומה מפלסטיק ,כתום,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,278,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1376,simple,,קערה כתומה מפלסטיק,כתום,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,279,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1377,simple,,קערית כתומה מפלסטיק,כתום,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,280,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1378,simple,,צהוב,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,281,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1379,simple,,צלחת צהובה מפלסטיק ,צהוב,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,282,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1380,simple,,צלחת צהובה מפלסטיק ,צהוב,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,283,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1381,simple,,קערה צהובה מפלסטיק,צהוב,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,284,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1382,simple,,קערית צהובה מפלסטיק,צהוב,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,285,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1383,simple,,טורקיז,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,286,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1384,simple,,צלחת טורקיז מפלסטיק ,טורקיז,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,287,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1385,simple,,צלחת טורקיז מפלסטיק ,טורקיז,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,288,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1386,simple,,קערה טורקיז מפלסטיק,טורקיז,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,289,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1387,simple,,קערית טורקיז מפלסטיק,טורקיז,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,290,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1388,simple,,כחול,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,291,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1389,simple,,צלחת כחולה מפלסטיק ,כחול,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,292,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1390,simple,,צלחת כחולה מפלסטיק ,כחול,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,293,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1391,simple,,קערה כחולה מפלסטיק,כחול,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,294,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1392,simple,,קערית כחולה מפלסטיק,כחול,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,295,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1393,simple,,ירוק ,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,296,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1394,simple,,צלחת ירוקה מפלסטיק ,ירוק ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,297,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1395,simple,,צלחת ירוקה מפלסטיק ,ירוק ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,298,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1396,simple,,קערה ירוקה מפלסטיק,ירוק ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,299,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1397,simple,,קערית ירוקה מפלסטיק,ירוק ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,300,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1398,simple,,ורוד בייבי,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,301,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1399,simple,,צלחת ורודה מפלסטיק ,ורוד בייבי,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,302,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1400,simple,,צלחת ורודה מפלסטיק ,ורוד בייבי,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,303,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1401,simple,,קערה ורודה מפלסטיק,ורוד בייבי,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,304,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1402,simple,,קערית ורודה מפלסטיק,ורוד בייבי,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,305,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1403,simple,,ורוד פוקסיה,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,306,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1404,simple,,צלחת ורוד פוקסיה מפלסטיק ,ורוד פוקסיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,307,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1405,simple,,צלחת ורוד פוקסיה מפלסטיק ,ורוד פוקסיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,308,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1406,simple,,קערה ורוד פוקסיה מפלסטיק,ורוד פוקסיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,309,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1407,simple,,קערית ורוד פוקסיה מפלסטיק,ורוד פוקסיה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,310,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1408,simple,,סגול,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,311,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1409,simple,,צלחת סגולה מפלסטיק ,סגול,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,312,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1410,simple,,צלחת סגולה מפלסטיק ,סגול,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,313,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1411,simple,,קערה סגולה מפלסטיק,סגול,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.9,,,,,,,,,,,,314,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1412,simple,,קערית סגולה מפלסטיק,סגול,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,315,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1413,simple,,אפור,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,316,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1414,simple,,צלחת אפורה מפלסטיק ,אפור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7,,,,,,,,,,,,317,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1415,simple,,צלחת אפורה מפלסטיק ,אפור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5,,,,,,,,,,,,318,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
